aspect,sentiment,date,id,flag,group
service,negative,2023-11-10 07:39:19,,0,
client,negative,2023-11-10 07:39:19,,0,communication
invitation,positive,2023-11-09 20:41:49,,0,communication
responses,negative,2023-11-09 20:41:49,,0,communication
app,positive,2023-11-09 17:41:28,,0,application
practice,positive,2023-11-09 17:41:28,,0,experience
simple,positive,2023-11-09 17:41:28,,0,ease_of_use
access,negative,2023-11-09 13:44:39,,0,utility
data,positive,2023-11-09 12:28:43,,0,utility
pratico,positive,2023-11-09 11:12:16,,0,ease_of_use
rapido,positive,2023-11-09 11:12:16,,0,speed
comodo,positive,2023-11-09 11:12:16,,0,
pagamento,positive,2023-11-09 10:22:12,,0,payment
critica,neutral,2023-11-09 10:22:12,,0,communication
pagamento,positive,2023-11-09 07:56:06,,0,payment
children,negative,2023-11-09 07:25:49,,0,experience
velocissimo,positive,2023-11-09 07:16:10,,0,speed
pratico,positive,2023-11-09 07:16:10,,0,ease_of_use
comodissimo,very positive,2023-11-08 21:31:41,,0,ease_of_use
per,neutral,2023-11-08 21:31:41,,0,communication
pagare,neutral,2023-11-08 21:31:41,,0,
scambiare,neutral,2023-11-08 21:31:41,,0,communication
soldi,neutral,2023-11-08 21:31:41,,0,payment
pagamento,positive,2023-11-08 20:19:21,,0,payment
pratico,positive,2023-11-08 20:19:21,,0,ease_of_use
sentiment,positive,2023-11-08 18:51:02,,0,
pagination,positive,2023-11-08 17:42:02,,0,utility
speed,positive,2023-11-08 17:42:02,,0,
hashtags,positive,2023-11-08 15:53:10,,0,
images,negative,2023-11-08 13:29:13,,0,photo
exercises,negative,2023-11-08 13:29:13,,0,experience
assistance,negative,2023-11-08 13:29:13,,0,communication
images,positive,2023-11-08 12:56:11,,0,photo
exercises,positive,2023-11-08 12:56:11,,0,experience
install,positive,2023-11-08 06:15:04,,0,utility
uninstall,negative,2023-11-08 06:15:04,,0,utility
not_useful,negative,2023-11-08 06:15:04,,0,utility
method,positive,2023-11-08 05:53:06,,0,utility
payment,positive,2023-11-08 05:53:06,,0,payment
text,positive,2023-11-07 23:32:47,,0,
product,positive,2023-11-07 22:39:17,,0,
customer_service,negative,2023-11-07 22:39:17,,0,communication
app,positive,2023-11-07 18:55:35,,0,application
user,positive,2023-11-07 18:55:35,,0,communication
app,positive,2023-11-07 18:48:35,,0,application
inizio,positive,2023-11-07 18:48:35,,0,time
zone,positive,2023-11-07 18:48:35,,0,utility
ercizi,positive,2023-11-07 18:48:35,,0,utility
effettuavano,positive,2023-11-07 18:48:35,,0,utility
cash,positive,2023-11-07 18:48:35,,0,payment
back,positive,2023-11-07 18:48:35,,0,payment
ora,neutral,2023-11-07 18:48:35,,0,time
sentiment,positive,2023-11-07 11:03:56,,0,
assistance,negative,2023-11-07 10:50:24,,0,communication
email,neutral,2023-11-07 10:50:24,,0,communication
app,positive,2023-11-07 10:29:25,,0,application
comoda,positive,2023-11-07 10:29:25,,0,utility
sempre,positive,2023-11-07 10:29:25,,0,time
esercenti,positive,2023-11-07 10:29:25,,0,utility
sentiment,positive,2023-11-07 09:40:47,,0,
professionalism,positive,2023-11-07 08:54:08,,0,experience
useful,positive,2023-11-06 19:49:15,,0,utility
function,negative,2023-11-06 19:49:15,,0,
new,negative,2023-11-06 19:49:15,,0,time
data,neutral,2023-11-06 19:49:15,,0,utility
stabilized,neutral,2023-11-06 19:49:15,,0,time
app,negative,2023-11-06 19:49:15,,0,application
value,negative,2023-11-06 19:49:15,,0,experience
intuitivo,positive,2023-11-06 19:46:45,,0,
bravi,positive,2023-11-06 19:46:45,,0,experience
cellulare,positive,2023-11-06 16:15:41,,0,
dati,positive,2023-11-06 16:15:41,,0,
foto,positive,2023-11-06 16:15:41,,0,photo
simple,positive,2023-11-06 14:26:37,,0,ease_of_use
clear,positive,2023-11-06 14:26:37,,0,appearance
sentiment,negative,2023-11-06 12:16:16,,0,
system,negative,2023-11-06 10:27:43,,0,system
service,positive,2023-11-06 09:51:40,,0,
time,positive,2023-11-06 09:51:40,,0,time
activity,positive,2023-11-06 09:51:40,,0,
app,positive,2023-11-06 09:02:59,,0,application
pazzesca,positive,2023-11-06 09:02:59,,0,experience
utile,positive,2023-11-06 09:02:59,,0,utility
comoda,positive,2023-11-06 09:02:59,,0,utility
facile,positive,2023-11-06 09:02:59,,0,ease_of_use
usare,positive,2023-11-06 09:02:59,,0,ease_of_use
indispensabile,positive,2023-11-06 09:02:59,,0,utility
pagamento,positive,2023-11-05 21:15:44,,0,payment
geniale,positive,2023-11-05 21:15:44,,0,experience
semplice,positive,2023-11-05 21:15:44,,0,ease_of_use
comodo,positive,2023-11-05 21:15:44,,0,
costo,negative,2023-11-05 21:15:44,,0,payment
zero,negative,2023-11-05 21:15:44,,0,
use,positive,2023-11-05 19:56:59,,0,
comfortable,positive,2023-11-05 19:56:59,,0,utility
scatoles,positive,2023-11-05 15:54:54,,0,utility
app,negative,2023-11-05 12:56:44,,0,application
app,positive,2023-11-05 12:54:02,,0,application
code,neutral,2023-11-05 12:54:02,,0,
purpose,positive,2023-11-05 12:54:02,,0,utility
money,negative,2023-11-04 14:39:33,,0,payment
images,positive,2023-11-04 09:22:55,,0,photo
exercises,neutral,2023-11-04 09:22:55,,0,experience
facile,positive,2023-11-04 09:09:18,,0,ease_of_use
comodo,positive,2023-11-04 09:09:18,,0,
utile,positive,2023-11-04 09:09:18,,0,utility
days,positive,2023-11-03 19:57:52,,0,time
per_pagamento,very positive,2023-11-03 17:07:52,,0,payment
consentirà,positive,2023-11-03 17:07:52,,0,communication
usare_ticket_restaurante,positive,2023-11-03 17:07:52,,0,communication
sarà_ancora_meglio,positive,2023-11-03 17:07:52,,0,communication
facile,positive,2023-11-03 09:55:52,,0,ease_of_use
arduous,negative,2023-11-03 09:55:52,,0,difficulty
registration,negative,2023-11-02 20:09:52,,0,communication
utile,positive,2023-11-02 16:59:34,,0,utility
potente,positive,2023-11-02 16:59:34,,0,utility
semplice,positive,2023-11-02 16:59:34,,0,ease_of_use
images,neutral,2023-11-02 14:53:37,,0,photo
exercises,neutral,2023-11-02 14:53:37,,0,experience
payment,negative,2023-11-02 09:20:22,,0,payment
software,positive,2023-11-02 07:26:51,,0,system
experience,positive,2023-11-02 07:26:51,,0,experience
comoda,positive,2023-11-01 22:06:59,,0,utility
sicura,positive,2023-11-01 22:06:59,,0,security
flessibile,positive,2023-11-01 22:06:59,,0,
veloce,positive,2023-11-01 22:06:59,,0,speed
ottima_app,positive,2023-11-01 22:06:59,,0,application
sentiment,neutral,2023-11-01 19:39:57,,0,
comodo,positive,2023-11-01 18:42:50,,0,
utile,positive,2023-11-01 18:42:50,,0,utility
veloce,positive,2023-11-01 18:42:50,,0,speed
trovo,positive,2023-11-01 18:42:50,,0,
sempre,positive,2023-11-01 18:42:50,,0,time
più,positive,2023-11-01 18:42:50,,0,communication
esercenti,positive,2023-11-01 18:42:50,,0,utility
pagamento,positive,2023-11-01 18:03:14,,0,payment
text,very positive,2023-11-01 17:10:42,,0,
pagamenti,positive,2023-11-01 15:05:03,,0,payment
rapidi,positive,2023-11-01 15:05:03,,0,speed
semplici,positive,2023-11-01 15:05:03,,0,ease_of_use
app,positive,2023-11-01 14:56:41,,0,application
review,very positive,2023-11-01 14:56:41,,0,communication
price,positive,2023-11-01 14:41:25,,0,payment
problem,positive,2023-11-01 09:00:42,,0,
comodo,positive,2023-11-01 07:56:35,,0,
facile,positive,2023-11-01 07:56:35,,0,ease_of_use
app,negative,2023-11-01 07:30:45,,0,application
telefonica,negative,2023-11-01 07:30:45,,0,communication
assistance,negative,2023-11-01 07:30:45,,0,communication
tempo,negative,2023-11-01 07:30:45,,0,time
guadagna,negative,2023-11-01 07:30:45,,0,payment
nulla,negative,2023-11-01 07:30:45,,0,communication
oltretutto,negative,2023-11-01 07:30:45,,0,communication
images,very positive,2023-11-01 07:02:59,,0,photo
exercises,positive,2023-11-01 07:02:59,,0,experience
utility,positive,2023-10-31 17:57:37,,0,utility
bonus,positive,2023-10-31 17:57:37,,0,
review,positive,2023-10-31 16:11:33,,0,communication
procedure,negative,2023-10-31 08:29:33,,0,utility
impression,negative,2023-10-31 08:29:33,,0,experience
days,negative,2023-10-30 19:46:36,,0,time
time,negative,2023-10-30 19:46:36,,0,time
sentiment,negative,2023-10-30 14:53:01,,0,
appearances,positive,2023-10-30 14:50:46,,0,appearance
response,negative,2023-10-30 14:50:46,,0,communication
code,positive,2023-10-30 12:26:14,,0,
bonus,positive,2023-10-30 12:26:14,,0,
connessioni,positive,2023-10-30 12:06:44,,0,utility
lente,neutral,2023-10-30 12:06:44,,0,speed
comodo,positive,2023-10-30 12:06:44,,0,
veloce,positive,2023-10-30 12:06:44,,0,speed
presenza,positive,2023-10-30 12:06:44,,0,utility
bonus,positive,2023-10-30 11:43:38,,0,
fantastic,positive,2023-10-30 11:43:38,,0,experience
negotiations,positive,2023-10-30 11:43:38,,0,communication
abilities,positive,2023-10-30 11:43:38,,0,experience
images,neutral,2023-10-30 08:34:37,,0,photo
exercises,neutral,2023-10-30 08:34:37,,0,experience
review,very positive,2023-10-30 07:55:09,,0,communication
sentiment,very positive,2023-10-30 07:55:09,,0,
sentiment,very positive,2023-10-29 22:00:24,,0,
FANTASTICO,positive,2023-10-29 17:44:53,,0,experience
PECCATO,positive,2023-10-29 17:44:53,,0,emotion
CHE,positive,2023-10-29 17:44:53,,0,communication
ANCORA,positive,2023-10-29 17:44:53,,0,communication
POCHI,positive,2023-10-29 17:44:53,,0,communication
USINO,positive,2023-10-29 17:44:53,,0,utility
text,very positive,2023-10-29 15:04:27,,0,
sentiment,positive,2023-10-29 07:49:10,,0,
comodissimo,very positive,2023-10-28 17:01:16,,0,ease_of_use
agilissimo,very positive,2023-10-28 17:01:16,,0,speed
book,positive,2023-10-28 13:37:20,,0,
price,negative,2023-10-28 13:37:20,,0,payment
images,positive,2023-10-28 09:58:40,,0,photo
exercises,positive,2023-10-28 09:58:40,,0,experience
tutto,positive,2023-10-27 19:53:47,,0,utility
sempre,positive,2023-10-27 19:53:47,,0,time
perfetto,positive,2023-10-27 19:53:47,,0,
veloce,positive,2023-10-27 19:53:47,,0,speed
facilissimo,positive,2023-10-27 19:53:47,,0,ease_of_use
images,positive,2023-10-27 17:04:57,,0,photo
exercises,positive,2023-10-27 17:04:57,,0,experience
service,very positive,2023-10-27 14:02:01,,0,
food,negative,2023-10-27 09:55:43,,0,
gentile,positive,2023-10-27 08:37:18,,0,communication
rapido,positive,2023-10-27 08:37:18,,0,speed
service,positive,2023-10-26 17:37:08,,0,
food,positive,2023-10-26 17:37:08,,0,
contacts,positive,2023-10-26 13:28:37,,0,
written,positive,2023-10-26 13:28:37,,0,communication
done,positive,2023-10-26 13:28:37,,0,utility
service,positive,2023-10-26 13:28:37,,0,
super,positive,2023-10-26 11:54:04,578.0,0,experience
comodo,positive,2023-10-26 11:54:04,578.0,0,
easy,positive,2023-10-26 11:54:04,578.0,0,ease_of_use
use,positive,2023-10-26 11:54:04,578.0,0,
also,positive,2023-10-26 11:54:04,578.0,0,utility
you,positive,2023-10-26 11:54:04,578.0,0,communication
can,positive,2023-10-26 11:54:04,578.0,0,ability
dimenticare,positive,2023-10-26 11:54:04,578.0,0,utility
gli,positive,2023-10-26 11:54:04,578.0,0,communication
spiccioli,positive,2023-10-26 11:54:04,578.0,0,currency
use,negative,2023-10-26 11:28:31,579.0,0,
pagamento,negative,2023-10-26 10:46:33,580.0,0,payment
passato,positive,2023-10-26 05:42:34,581.0,0,time
anno,positive,2023-10-26 05:42:34,581.0,0,time
richiesta,positive,2023-10-26 05:42:34,581.0,0,communication
attivazione,positive,2023-10-26 05:42:34,581.0,0,utility
pessimi,positive,2023-10-26 05:42:34,581.0,0,experience
photo,negative,2023-10-25 20:04:20,582.0,0,photo
problem,negative,2023-10-25 20:04:20,582.0,0,
ripe,positive,2023-10-25 19:44:23,583.0,0,appearance
number,negative,2023-10-25 19:44:23,583.0,0,utility
color,positive,2023-10-25 19:44:23,583.0,0,appearance
sentiment,very positive,2023-10-25 18:49:35,584.0,0,
hashtags,positive,2023-10-25 17:39:57,586.0,0,
commissioni,negative,2023-10-25 12:52:38,588.0,0,payment
primaprova,positive,2023-10-25 09:32:50,591.0,0,experience
speriamo,positive,2023-10-25 09:32:50,591.0,0,communication
sentiment,positive,2023-10-25 07:33:59,593.0,0,
review,very positive,2023-10-25 07:13:34,594.0,0,communication
sentiment,very positive,2023-10-25 07:13:34,594.0,0,
app,negative,2023-10-25 04:54:10,596.0,0,application
pin,positive,2023-10-25 04:54:10,596.0,0,security
review,negative,2023-10-24 21:06:14,597.0,0,communication
concert,positive,2023-10-24 18:21:03,599.0,0,
customer,positive,2023-10-24 17:58:59,600.0,0,communication
sentiment,neutral,2023-10-24 12:37:44,603.0,0,
images,positive,2023-10-24 11:39:28,604.0,0,photo
exercises,positive,2023-10-24 11:39:28,604.0,0,experience
text,positive,2023-10-24 07:00:56,606.0,0,
review,very positive,2023-10-24 05:41:46,607.0,0,communication
ultimamente,positive,2023-10-23 20:05:10,608.0,0,time
blocca,positive,2023-10-23 20:05:10,608.0,0,difficulty
spesso,positive,2023-10-23 20:05:10,608.0,0,frequency
speriamo,positive,2023-10-23 20:05:10,608.0,0,communication
risolva,positive,2023-10-23 20:05:10,608.0,0,utility
situazione,positive,2023-10-23 20:05:10,608.0,0,utility
review,very positive,2023-10-23 14:05:21,610.0,0,communication
sentiment,very positive,2023-10-23 14:05:21,610.0,0,
text,negative,2023-10-23 11:17:03,612.0,0,
comodissimo,positive,2023-10-23 08:21:40,616.0,0,ease_of_use
ultimamente,positive,2023-10-23 08:21:40,616.0,0,time
parecchi,positive,2023-10-23 08:21:40,616.0,0,quantity
negozi,positive,2023-10-23 08:21:40,616.0,0,utility
stanno,positive,2023-10-23 08:21:40,616.0,0,state
aderendo,positive,2023-10-23 08:21:40,616.0,0,communication
service,positive,2023-10-23 06:58:35,617.0,0,
quality,positive,2023-10-23 06:58:35,617.0,0,experience
app,positive,2023-10-22 21:38:10,620.0,0,application
tool,positive,2023-10-22 21:38:10,620.0,0,
photos,positive,2023-10-22 21:38:10,620.0,0,photo
food,positive,2023-10-22 18:53:39,621.0,0,
service,positive,2023-10-22 18:53:39,621.0,0,
product,neutral,2023-10-22 15:08:02,624.0,0,
review,positive,2023-10-22 13:00:45,625.0,0,communication
sentiment,very positive,2023-10-22 13:00:45,625.0,0,
more,positive,2023-10-22 10:17:23,626.0,0,quantity
project,positive,2023-10-22 08:41:26,627.0,0,utility
useful,positive,2023-10-21 08:50:00,630.0,0,utility
easy,positive,2023-10-21 08:50:00,630.0,0,ease_of_use
ottimo,positive,2023-10-21 07:54:46,632.0,0,
per,positive,2023-10-21 07:54:46,632.0,0,communication
spese,positive,2023-10-21 07:54:46,632.0,0,
spicce,positive,2023-10-21 07:54:46,632.0,0,currency
così,positive,2023-10-21 07:54:46,632.0,0,communication
può,positive,2023-10-21 07:54:46,632.0,0,ability
fare,positive,2023-10-21 07:54:46,632.0,0,utility
meno,positive,2023-10-21 07:54:46,632.0,0,quantity
del,positive,2023-10-21 07:54:46,632.0,0,quantity
portafoglio,positive,2023-10-21 07:54:46,632.0,0,utility
prima volta,positive,2023-10-20 10:22:33,635.0,0,time
vita,positive,2023-10-20 10:22:33,635.0,0,experience
successo,positive,2023-10-20 10:22:33,635.0,0,experience
sentiment,positive,2023-10-19 19:48:26,636.0,0,
game,positive,2023-10-19 19:47:58,637.0,0,experience
caffe,positive,2023-10-19 14:43:20,640.0,0,utility
ore,positive,2023-10-19 14:43:20,640.0,0,time
facile,positive,2023-10-19 11:26:54,642.0,0,ease_of_use
comodo,positive,2023-10-19 11:26:54,642.0,0,
pratico,positive,2023-10-19 11:26:54,642.0,0,ease_of_use
system,positive,2023-10-19 10:43:20,643.0,0,system
images,positive,2023-10-19 07:20:36,645.0,0,photo
exercises,positive,2023-10-19 07:20:36,645.0,0,experience
codice,positive,2023-10-19 05:58:12,646.0,0,communication
promo,positive,2023-10-19 05:58:12,646.0,0,payment
MARCOSIGLIA,positive,2023-10-19 05:58:12,646.0,0,communication
versatili,positive,2023-10-18 19:58:47,647.0,0,utility
funzionale,positive,2023-10-18 19:58:47,647.0,0,utility
comodissima,positive,2023-10-18 19:58:47,647.0,0,
intuitiva,positive,2023-10-18 19:58:47,647.0,0,utility
attivazione,positive,2023-10-18 18:20:22,648.0,0,utility
inserimento,negative,2023-10-18 18:20:22,648.0,0,utility
entrance,negative,2023-10-18 14:29:35,651.0,0,utility
text,positive,2023-10-18 11:52:59,652.0,0,
sentiment,very positive,2023-10-18 11:52:59,652.0,0,
persona,positive,2023-10-18 09:11:43,653.0,0,communication
problem,negative,2023-10-18 09:11:43,653.0,0,
solution,positive,2023-10-18 09:11:43,653.0,0,utility
payment,negative,2023-10-18 09:11:43,653.0,0,payment
top,positive,2023-10-18 07:45:06,654.0,0,
service,positive,2023-10-18 01:10:40,657.0,0,
function,positive,2023-10-18 01:10:40,657.0,0,
activity,positive,2023-10-17 21:55:06,658.0,0,
started,positive,2023-10-17 21:55:06,658.0,0,time
time,positive,2023-10-17 21:55:06,658.0,0,time
assistance,positive,2023-10-17 21:55:06,658.0,0,communication
text,negative,2023-10-17 15:32:26,660.0,0,
problem,negative,2023-10-17 12:17:32,661.0,0,
perfetta,positive,2023-10-17 12:12:33,662.0,0,appearance
per pagare,positive,2023-10-17 12:12:33,662.0,0,payment
risparmiare,positive,2023-10-17 12:12:33,662.0,0,utility
scambiarsi,positive,2023-10-17 12:12:33,662.0,0,communication
soldi,positive,2023-10-17 12:12:33,662.0,0,payment
bonifico,positive,2023-10-17 11:07:24,663.0,0,payment
istantaneo,positive,2023-10-17 11:07:24,663.0,0,
prelevare,positive,2023-10-17 11:07:24,663.0,0,payment
giorno,positive,2023-10-17 11:07:24,663.0,0,time
troppo,negative,2023-10-17 11:07:24,663.0,0,quantity
poter,positive,2023-10-17 11:07:24,663.0,0,ability
soldi,positive,2023-10-17 11:07:24,663.0,0,payment
disposizione,positive,2023-10-17 11:07:24,663.0,0,utility
parte,positive,2023-10-17 10:05:49,664.0,0,quantity
amici,positive,2023-10-17 10:05:49,664.0,0,
beni,positive,2023-10-17 10:05:49,664.0,0,utility
per,positive,2023-10-17 10:05:49,664.0,0,communication
non,positive,2023-10-17 10:05:49,664.0,0,
ancora,positive,2023-10-17 10:05:49,664.0,0,time
funzionato,positive,2023-10-17 10:05:49,664.0,0,utility
service,positive,2023-10-17 07:21:18,665.0,0,
convenience,positive,2023-10-17 07:21:18,665.0,0,utility
software,positive,2023-10-17 06:58:03,666.0,0,system
experience,positive,2023-10-17 06:58:03,666.0,0,experience
activity,positive,2023-10-17 06:17:20,667.0,0,
result,positive,2023-10-17 06:17:20,667.0,0,experience
contact,negative,2023-10-17 06:17:20,667.0,0,communication
pasto,positive,2023-10-16 19:38:34,668.0,0,utility
sembrava,negative,2023-10-16 19:38:34,668.0,0,appearance
superati,positive,2023-10-16 19:38:34,668.0,0,experience
idea,positive,2023-10-16 17:48:18,669.0,0,utility
PIN,negative,2023-10-16 12:42:27,671.0,0,security
attempts,negative,2023-10-16 12:42:27,671.0,0,quantity
operatore,negative,2023-10-16 11:17:45,672.0,0,communication
email,positive,2023-10-16 11:17:45,672.0,0,communication
fun,positive,2023-10-16 09:35:52,673.0,0,experience
ricarica,negative,2023-10-16 09:35:52,673.0,0,
software,positive,2023-10-15 13:03:46,676.0,0,system
project,positive,2023-10-15 13:03:46,676.0,0,utility
sentiment,positive,2023-10-15 07:53:19,679.0,0,
app,positive,2023-10-14 14:28:53,682.0,0,application
utilissima,positive,2023-10-14 14:28:53,682.0,0,utility
stelle,positive,2023-10-14 14:28:53,682.0,0,appearance
perché,positive,2023-10-14 14:28:53,682.0,0,communication
può,positive,2023-10-14 14:28:53,682.0,0,ability
scaricare,positive,2023-10-14 14:28:53,682.0,0,application
lista,positive,2023-10-14 14:28:53,682.0,0,utility
movimenti,positive,2023-10-14 14:28:53,682.0,0,utility
images,positive,2023-10-13 20:04:10,685.0,0,photo
exercises,positive,2023-10-13 20:04:10,685.0,0,experience
amount,negative,2023-10-13 16:14:23,688.0,0,currency
status,negative,2023-10-13 16:14:23,688.0,0,system
number,negative,2023-10-13 16:14:23,688.0,0,utility
sentiment,positive,2023-10-13 13:15:04,690.0,0,
comodo,positive,2023-10-13 08:27:16,692.0,0,
veloce,positive,2023-10-13 08:27:16,692.0,0,speed
app,positive,2023-10-13 06:08:24,693.0,0,application
spiccioli,positive,2023-10-13 06:08:24,693.0,0,currency
portata,positive,2023-10-13 06:08:24,693.0,0,quantity
mano,positive,2023-10-13 06:08:24,693.0,0,utility
bancomat,negative,2023-10-13 06:08:24,693.0,0,payment
dietro,positive,2023-10-13 06:08:24,693.0,0,appearance
comodità,positive,2023-10-13 06:08:24,693.0,0,utility
consiglio,neutral,2023-10-11 16:45:33,701.0,0,communication
easy,positive,2023-10-11 15:49:01,702.0,0,ease_of_use
comprehensive,positive,2023-10-11 15:49:01,702.0,0,experience
optimal,positive,2023-10-11 15:49:01,702.0,0,experience
scam,negative,2023-10-11 15:49:01,702.0,0,security
money,positive,2023-10-11 15:49:01,702.0,0,payment
friends,positive,2023-10-11 15:49:01,702.0,0,communication
colleagues,positive,2023-10-11 15:49:01,702.0,0,communication
intervention,positive,2023-10-11 15:09:48,703.0,0,utility
truffa,positive,2023-10-11 13:37:34,704.0,0,security
verso,positive,2023-10-11 13:37:34,704.0,0,communication
conto,positive,2023-10-11 13:37:34,704.0,0,utility
soldi,negative,2023-10-11 13:37:34,704.0,0,payment
review,very positive,2023-10-11 08:37:40,707.0,0,communication
sentiment,very positive,2023-10-11 08:37:40,707.0,0,
applicazione,neutral,2023-10-11 07:25:06,708.0,0,application
app,positive,2023-10-11 06:42:47,709.0,0,application
stupenda,positive,2023-10-11 06:42:47,709.0,0,appearance
doverebbero,positive,2023-10-11 06:42:47,709.0,0,communication
avverla,positive,2023-10-11 06:42:47,709.0,0,communication
tutti,positive,2023-10-11 06:42:47,709.0,0,communication
commercianti,positive,2023-10-11 06:42:47,709.0,0,communication
sentiment,neutral,2023-10-11 04:25:13,710.0,0,
use,positive,2023-10-10 19:25:41,711.0,0,
bonus,positive,2023-10-10 19:25:41,711.0,0,
correctly,positive,2023-10-10 19:25:41,711.0,0,accuracy
received,positive,2023-10-10 19:25:41,711.0,0,utility
payments,positive,2023-10-10 19:25:41,711.0,0,payment
manco,positive,2023-10-10 17:21:31,712.0,0,communication
banca,positive,2023-10-10 17:21:31,712.0,0,
review,very positive,2023-10-10 17:06:02,713.0,0,communication
sentiment,very positive,2023-10-10 17:06:02,713.0,0,
text,very positive,2023-10-10 14:11:22,715.0,0,
facile,positive,2023-10-10 07:41:42,717.0,0,ease_of_use
comoda,positive,2023-10-10 07:41:42,717.0,0,utility
funzionale,positive,2023-10-10 07:41:42,717.0,0,utility
product,positive,2023-10-10 07:36:30,718.0,0,
cashback,positive,2023-10-10 07:36:30,718.0,0,payment
result,positive,2023-10-09 20:34:32,722.0,0,experience
ottima,positive,2023-10-09 09:40:01,725.0,0,appearance
app,positive,2023-10-09 09:40:01,725.0,0,application
pagamenti,positive,2023-10-09 09:40:01,725.0,0,payment
riche,negative,2023-10-09 08:32:44,726.0,0,quantity
commissione,positive,2023-10-09 08:32:44,726.0,0,payment
app,positive,2023-10-08 11:22:45,731.0,0,application
languages,positive,2023-10-08 11:22:45,731.0,0,language
utile,positive,2023-10-07 09:36:03,735.0,0,utility
facile,positive,2023-10-07 09:36:03,735.0,0,ease_of_use
utile,positive,2023-10-07 09:04:32,736.0,0,utility
practice,positive,2023-10-06 21:51:34,738.0,0,experience
safety,positive,2023-10-06 21:51:34,738.0,0,security
comodissima,positive,2023-10-06 06:57:02,741.0,0,
indispensabile,positive,2023-10-06 06:57:02,741.0,0,utility
valutabile,positive,2023-10-06 06:57:02,741.0,0,experience
time,negative,2023-10-05 19:20:39,742.0,0,time
account,positive,2023-10-05 16:38:44,744.0,0,utility
operations,negative,2023-10-05 16:38:44,744.0,0,utility
code,negative,2023-10-05 13:40:16,747.0,0,
blocca,positive,2023-10-05 12:52:47,748.0,0,difficulty
speso,positive,2023-10-05 12:52:47,748.0,0,payment
pinocchio,positive,2023-10-05 12:52:47,748.0,0,appearance
service,very positive,2023-10-05 12:47:17,749.0,0,
tolgono,positive,2023-10-05 07:40:02,752.0,0,utility
soldi,positive,2023-10-05 07:40:02,752.0,0,payment
conto,positive,2023-10-05 07:40:02,752.0,0,utility
accredito,positive,2023-10-05 07:40:02,752.0,0,payment
satispay,positive,2023-10-05 07:40:02,752.0,0,payment
tempo,positive,2023-10-05 07:40:02,752.0,0,time
infinito,positive,2023-10-05 07:40:02,752.0,0,quantity
images,positive,2023-10-04 20:24:04,753.0,0,photo
exercises,negative,2023-10-04 20:24:04,753.0,0,experience
product,positive,2023-10-04 16:09:23,754.0,0,
usage,positive,2023-10-04 16:09:23,754.0,0,utility
app,positive,2023-10-04 13:31:04,756.0,0,application
system,positive,2023-10-04 13:31:04,756.0,0,system
utilization,positive,2023-10-04 13:31:04,756.0,0,utility
intelligence,positive,2023-10-04 13:31:04,756.0,0,experience
utilize,positive,2023-10-04 13:31:04,756.0,0,ability
ricarica,positive,2023-10-04 13:31:04,756.0,0,
customer_service,positive,2023-10-04 13:24:52,757.0,0,communication
comodissima,positive,2023-10-04 11:56:01,759.0,0,
provi,positive,2023-10-04 11:56:01,759.0,0,communication
lasci,positive,2023-10-04 11:56:01,759.0,0,communication
instrument,positive,2023-10-04 10:47:05,761.0,0,utility
ability,negative,2023-10-04 10:47:05,761.0,0,ability
application,positive,2023-10-04 10:12:00,762.0,0,application
cash back,negative,2023-10-04 10:12:00,762.0,0,payment
service,positive,2023-10-04 09:12:42,763.0,0,
quality,positive,2023-10-04 09:12:42,763.0,0,experience
app,positive,2023-10-04 09:08:50,764.0,0,application
intuitiva,positive,2023-10-04 09:08:50,764.0,0,utility
fatta,positive,2023-10-04 09:08:50,764.0,0,utility
una,positive,2023-10-04 09:08:50,764.0,0,quantity
tecnologia,positive,2023-10-04 09:08:50,764.0,0,technology
utilissimo,positive,2023-10-04 07:56:23,766.0,0,utility
semplice,positive,2023-10-04 07:56:23,766.0,0,ease_of_use
sentiment,positive,2023-10-04 06:32:18,767.0,0,
app,positive,2023-10-04 06:02:50,768.0,0,application
tool,positive,2023-10-04 06:02:50,768.0,0,
photos,positive,2023-10-04 06:02:50,768.0,0,photo
app,positive,2023-10-04 05:16:11,769.0,0,application
comoda,positive,2023-10-04 05:16:11,769.0,0,utility
funzionale,positive,2023-10-04 05:16:11,769.0,0,utility
sono,positive,2023-10-04 05:16:11,769.0,0,state
attivo,positive,2023-10-04 05:16:11,769.0,0,state
dal,positive,2023-10-04 05:16:11,769.0,0,time
2015,positive,2023-10-04 05:16:11,769.0,0,time
sempre,positive,2023-10-04 05:16:11,769.0,0,time
più,positive,2023-10-04 05:16:11,769.0,0,communication
utile,positive,2023-10-04 05:16:11,769.0,0,utility
consigliatissima,positive,2023-10-04 05:16:11,769.0,0,communication
month,positive,2023-10-03 19:05:06,770.0,0,time
activity,negative,2023-10-03 19:05:06,770.0,0,
photo,negative,2023-10-03 19:05:06,770.0,0,photo
book,positive,2023-10-03 16:27:42,772.0,0,
work,positive,2023-10-03 16:27:42,772.0,0,experience
assistance,positive,2023-10-03 15:08:32,773.0,0,communication
top,positive,2023-10-03 14:06:31,774.0,0,
satisfaction,positive,2023-10-03 14:06:31,774.0,0,emotion
service,positive,2023-10-03 14:06:31,774.0,0,
fun,positive,2023-10-03 14:06:31,774.0,0,experience
app,positive,2023-10-03 14:06:31,774.0,0,application
app,positive,2023-10-03 06:34:08,777.0,0,application
